actor,movie_or_TV_name
Daisuke Sakaguchi,Mobile Suit V Gundam
Akiko Yajima,Tales of the Rays: Last Cradle
Akiko Yajima,Yashahime: Princess Half-Demon
Akiko Yajima,The Wonderland
Akiko Yajima,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow
Akiko Yajima,Usuzumizakura: Garo
Akiko Yajima,Shinchan
Akiko Yajima,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion
Akiko Yajima,Pop Team Epic
Akiko Yajima,.hack//G.U. Last Recode
Akiko Yajima,Crayon Shin-chan Gaiden: O-O-O-No Shinnosuke
Akiko Yajima,Crayon Shin-Chan: Invasion!! Alien Shiriri
Akiko Yajima,Crayon Shin-chan Gaiden: Lone Wolf and Family
Akiko Yajima,Yuri!!! On Ice
Akiko Yajima,Crayon Shin-chan Gaiden: Toy Wars
Akiko Yajima,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke
Akiko Yajima,Kureyon Shinchan: Bakusui! Yumemî wârudo daitotsugeki!
Akiko Yajima,Air Bound
Akiko Yajima,Garo: Guren no tsuki
Akiko Yajima,Miss Hokusai
Akiko Yajima,Bravely Second: End Layer
Akiko Yajima,Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki
Akiko Yajima,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan
Akiko Yajima,Ookii 1 Nensei to Chiisana 2 Nensei
Akiko Yajima,Naruto: Shippûden
Akiko Yajima,Eiga Kureyon Shinchan: Bakauma! B-kyu gurume sabaibaru!!
Akiko Yajima,Jellyfish Eyes
Akiko Yajima,Polar Bear's Café
Akiko Yajima,PES: Drive your Love
Akiko Yajima,Lupin the Third: The Woman Called Fujiko Mine
Akiko Yajima,Eiga Kureyon Shinchan: Arashi o yobu! Ora to uchuu to purinsesu
Akiko Yajima,Kamen Raida Foze × Kureyon Shinchan
Akiko Yajima,Kureyon Shinchan: Arashi o yobu ougon no supai daisakusen
Akiko Yajima,Eiga Purikyua ôru sutâzu DX 3: Mirai ni todoke! Sekai o tsunagu nijiiro no hana
Akiko Yajima,Shin-Men
Akiko Yajima,Crayon Shinchan Super Dimension the Storm Called My Bride
Akiko Yajima,InuYasha: The Final Act
Akiko Yajima,Zan sayonara zetsubô sensei bangai-chi
Akiko Yajima,King of Thorn
Akiko Yajima,Jungle Emperor: The Brave Can Change the Future
Akiko Yajima,Zan sayonara zetsubô sensei
Akiko Yajima,XXXHOLiC: Shunmuki - Kouhen
Akiko Yajima,Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku
Akiko Yajima,Black Butler
Akiko Yajima,Tower of Druaga Part 2: The Sword of Uruk
Akiko Yajima,Clannad: After Story
Akiko Yajima,The Slayers
Akiko Yajima,Casshern Sins
Akiko Yajima,Goku sayonara zetsubô sensei
Akiko Yajima,Resident Evil: Degeneration
Akiko Yajima,XXXHOLiC
Akiko Yajima,The Tower of DRUAGA: The Aegis of URUK
Akiko Yajima,Kureyon Shin-chan: Chô arashi wo yobu kinpoko no yûsha
Akiko Yajima,Clannad
Akiko Yajima,Shigofumi
Akiko Yajima,Zoku sayonara zetsubô sensei
Akiko Yajima,.hack//G.U. Returner
Akiko Yajima,Blue Drop
Akiko Yajima,Kureyon Shin-chan
Akiko Yajima,Ghost Hound
Akiko Yajima,"Goodbye, Mr. Despair"
Akiko Yajima,Kureyon Shinchan: Manatsu no Yoru ni Ora Sanjo! Arashi o Yobu Den'o Bui Esu Shin'o Rokujuppun Supesharu!!
Akiko Yajima,Summer Days with Coo
Akiko Yajima,Hot Shots Golf: Out of Bounds
Akiko Yajima,Shin SOS dai Tôkyô tankentai
Akiko Yajima,Dennou Coil
Akiko Yajima,Fashionable Witches Love and Berry: Magic of Happiness
Akiko Yajima,.hack//G.U. Vol.3//Redemption
Akiko Yajima,Kanon
Akiko Yajima,Tales of the World: Radiant Mythology
Akiko Yajima,Digimon Savers: Ultimate Power! Activate Burst Mode!
Akiko Yajima,.hack//G.U. Vol.2//Reminisce
Akiko Yajima,.hack//Roots
Akiko Yajima,Inukami!
Akiko Yajima,Blood+
Akiko Yajima,Ergo Proxy
Akiko Yajima,Valkyrie Profile 2: Silmeria
Akiko Yajima,.hack//G.U. Vol.1//Rebirth
Akiko Yajima,Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!
Akiko Yajima,Eureka Seven
Akiko Yajima,Futari wa Precure Max Heart 2: Yukizora no Tomodachi (Pretty Cure Splash Star)
Akiko Yajima,Naruto
Akiko Yajima,Air
Akiko Yajima,Castle Shikigami 2
Akiko Yajima,Tales of Rebirth
Akiko Yajima,Inuyasha
Akiko Yajima,Konjiki no Gash Bell!!: Unlisted Demon 101
Akiko Yajima,Kureyon Shinchan: Arashi wo yobu! Yuuhi no kasukabe bôizu
Akiko Yajima,Mars Daybreak
Akiko Yajima,Onimusha 3: Demon Siege
Akiko Yajima,Futatsu no supika
Akiko Yajima,Fullmetal Alchemist
Akiko Yajima,Cinderella Boy
Akiko Yajima,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road
Akiko Yajima,The Big O
Akiko Yajima,InuYasha the Movie 2: The Castle Beyond the Looking Glass
Akiko Yajima,Charcoal Feather Federation
Akiko Yajima,Harry Potter and the Chamber of Secrets
Akiko Yajima,Pia Carrot Movie
Akiko Yajima,Ghost in the Shell: Stand Alone Complex
Akiko Yajima,Haré+Guu Deluxe
Akiko Yajima,Figure 17
Akiko Yajima,Kureyon Shinchan: Arashi o Yobu: Appare! Sengoku Daikassen
Akiko Yajima,Grandia Xtreme
Akiko Yajima,Mirage of Blaze
Akiko Yajima,Geobreeders
Akiko Yajima,Shin shirayuki hime densetsu Prétear
Akiko Yajima,Unico: Saving Our Fragile Earth
Akiko Yajima,Harry Potter and the Sorcerer's Stone
Akiko Yajima,Final Fantasy: Unlimited
Akiko Yajima,Saiyuki: Requiem - The Motion Picture
Akiko Yajima,One: Kagayaku Kisetsu e
Akiko Yajima,Shin Chan: The Adult Empire Strikes Back
Akiko Yajima,Rune Soldier
Akiko Yajima,One Piece: Clockwork Island Adventure
Akiko Yajima,Weird Anime Excel Saga
Akiko Yajima,Cosmo Warrior Zero
Akiko Yajima,Puppet Princess
Akiko Yajima,Clockwork Fighters Hiwou's War
Akiko Yajima,Ah! My Goddess: The Movie
Akiko Yajima,Pokémon 3 the Movie: Spell of the Unown
Akiko Yajima,Persona 2: Eternal Punishment
Akiko Yajima,"Keriyon Shin-chan: Oh, I'm Sorry!"
Akiko Yajima,Shinchan: Special Episodes
Akiko Yajima,Mega Man Legends 2
Akiko Yajima,Seraphim Call
Akiko Yajima,Omishi mahou gekijou Risky Safety
Akiko Yajima,Dokyusei 2 Special: Sotsugyosei
Akiko Yajima,Persona 2: Innocent Sin
Akiko Yajima,Kureshin Paradaisu! Meido in Saitama
Akiko Yajima,Kureyon Shinchan: Bakuhatsu! Onsen Wakuwaku Daikessen
Akiko Yajima,Phantom Thief Jeanne
Akiko Yajima,Evil Zone
Akiko Yajima,Blue Submarine No. 6
Akiko Yajima,Martian Successor Nadesico - The Motion Picture: Prince of Darkness
Akiko Yajima,Gundam Wing: The Movie - Endless Waltz
Akiko Yajima,Battle Athletes
Akiko Yajima,Kureyon Shinchan: Dengeki! Buta no hizume daisakusen
Akiko Yajima,Berserk
Akiko Yajima,Kocchi muite Miiko
Akiko Yajima,Revolutionary Girl Utena
Akiko Yajima,Battle Athletes Victory
Akiko Yajima,Silhouette Mirage
Akiko Yajima,Mobile Suit Gundam Wing: Endless Waltz
Akiko Yajima,Kureyon Shin-chan ankoku tamatama daitsuiseki
Akiko Yajima,Jungle de Ikou!
Akiko Yajima,Night Warriors: Darkstalkers' Revenge
Akiko Yajima,Yat! Budget! Space Tours
Akiko Yajima,Chip Chan Kick!
Akiko Yajima,Toire no Hanako-san
Akiko Yajima,Can Can Bunny Extra
Akiko Yajima,Aidoru Faito Suuchii-Pai II - Ikanimo Daiichiwa tte Kanji?
Akiko Yajima,Kureyon Shinchan: Hendarando no Daiboken
Akiko Yajima,Kaiketsu Zoro
Akiko Yajima,Dôkyûsei 2
Akiko Yajima,"The Racing Brothers, Lets & Go"
Akiko Yajima,First Loves
Akiko Yajima,Neon Genesis Evangelion
Akiko Yajima,Galaxy Fraulein Yuna
Akiko Yajima,Mobile Suit Gundam Wing
Akiko Yajima,Crayon Shin-chan: Unkokusai no Yabou
Akiko Yajima,Butt Attack Punisher Girl Gautaman R
Akiko Yajima,Sins of the Sisters
Akiko Yajima,Sailor Moon
Akiko Yajima,Haô Taikei Ryû Knight: Adeu's Legend
Sakura Andô,Ryuukou Kanbou
Akiko Yajima,Butt Attack Punisher Girl Gautaman
Akiko Yajima,Kureyon Shinchan: Buriburi Ôkoku no hihô
Akiko Yajima,Lord of Lords Ryu Knight
Sakura Andô,The Great Yokai War: Guardians
Sakura Andô,Beastars
Sakura Andô,Mampuku
Sakura Andô,Shoplifters
Akiko Yajima,Tico of the Seven Seas
Akiko Yajima,My My Mai
Akiko Yajima,Kuizu Kureyon Shin-chan
Sakura Andô,Magical × Heroine Magimajo Pures!
Sakura Andô,Destiny: The Tale of Kamakura
Sakura Andô,A Boy Who Wished to Be Okuda Tamio and a Girl Who Drove All Men Crazy
Sakura Andô,We're Millennials Got a Problem? SP
Sakura Andô,Reminiscence
Akiko Yajima,Crayon Shin-chan: Action Kamen vs. Demon
Akiko Yajima,Hime-chan's Ribbon
Akiko Yajima,Tenchi Muyo!
Sakura Andô,Quartet
Sakura Andô,Shimajima kaisha
Sakura Andô,Mamagoto
Sakura Andô,Dias Police: Dirty Yellow Boys
Akiko Yajima,Licca-chan no nichiyôbi
Akiko Yajima,Hana no mahoutsukai Mary Bell
Akiko Yajima,Dragon Knight
Sakura Andô,Yutori desuga nanika
Sakura Andô,Seed
Sakura Andô,Naruto: Shippûden
Sakura Andô,Asleep
Akiko Yajima,Tales of Seduction
Akiko Yajima,"Chiisana obake Acchi, Kocchi, Socchi"
Akiko Yajima,Jankenman
Akiko Yajima,Gude Crest
Sakura Andô,100 Yen Love
Sakura Andô,Her Granddaughter
Sakura Andô,0.5 mm
Sakura Andô,55 Sai Kara No Hello Life
Akiko Yajima,Sin Karate Jigokuhen: Chi no Mokushiroku
Akiko Yajima,Time Trouble Tondekeman
Akiko Yajima,Ogami Matsugorô
Sakura Andô,Haru wo seotte
Sakura Andô,Thermae Romae II
Sakura Andô,Daruma-san ga Waratta
Sakura Andô,Homeland
Akiko Yajima,The Jungle Book: The Adventures of Mowgli
Akiko Yajima,Legendary Idol Eriko
Sakura Andô,Kônotori no yurikago: Akachan post no 6 nen to sukuwareta 92 no inochi no mirai
Sakura Andô,Shomuni
Sakura Andô,Kyôko to Shûichi no baai
Sakura Andô,The Flying Publicist
Sakura Andô,Petaru dansu
Sakura Andô,The Brothers Karamazov
Sakura Andô,Shoten'in Michiru no mi no ue banashi
Sakura Andô,Yellow Elephant
Sakura Andô,The Samurai That Night
Sakura Andô,For Love's Sake
Sakura Andô,Ataru
Sakura Andô,Family Complex
Sakura Andô,Blackboard ~ Jidai to Tatakatta Kyoushitachi~
Sakura Andô,Our Homeland
Sakura Andô,Penance
Sakura Andô,"Soredemo, ikite yuku"
Sakura Andô,Sunshine
Sakura Andô,Teto
Sakura Andô,Sweet Little Lies
Sakura Andô,8000 Miles 2: Girl Rappers
Sakura Andô,All to the Sea
Sakura Andô,A Crowd of Three
Sakura Andô,"Bokura wa aruku, tada soredake"
Sakura Andô,Torso
Sakura Andô,The Wonderful World of Captain Kuhio
Sakura Andô,"Oh, My Buddha!"
Sakura Andô,Chansu!: Kanojo ga seikô shita riyû
Sakura Andô,Q.E.D.: Teen Detectives
Sakura Andô,Tsumi toka batsu toka
Sakura Andô,Make the Last Wish
Sakura Andô,Love Exposure
Sakura Andô,Ain't No Tomorrows
Sakura Andô,Kaze no sotogawa
Sakura Andô,True Horror Stories
Fumiya Yazaki,Shinkansen Henkei Robo Shinkalion the Animation
Fumiya Yazaki,Yonaoshi kômuin the Kôshônin 12
Fumiya Yazaki,Ghostly Girl
Fumiya Yazaki,Naruto Shippûden: Ultimate Ninja Storm 3
Fumiya Yazaki,Naruto: Shippûden
Fumiya Yazaki,Papadoru!
Fumiya Yazaki,Aishû no romera
Fumiya Yazaki,Chihô kisha Tachibana Yôsuke 8
Fumiya Yazaki,Chihô kisha Tachibana Yôsuke 6: Kamakura Shônan tsûshin kyoku
Fumiya Yazaki,Legend of the Galactic Heroes
Nozomu Sasaki,Mobile Suit Gundam: Hathaway
Nozomu Sasaki,World Trigger
Nozomu Sasaki,Mugen no jûnin: Immortal
Nozomu Sasaki,Jump Force
Nozomu Sasaki,Nelke & the Legendary Alchemists: Ateliers of the New World
Nozomu Sasaki,Untitled Yu Yu Hakusho OVA
Nozomu Sasaki,Karakuri Circus
Nozomu Sasaki,Yu Yu Hakusho 100% Serious Battle
Nozomu Sasaki,"Cardcaptor Sakura: Clear Card-hen Prologue, Sakura to Futatsu no Kuma"
Nozomu Sasaki,Dissidia Final Fantasy: Opera Omnia
Nozomu Sasaki,Doubutsu Sentai Zyuohger vs. Ninninger the Movie: Super Sentai's Message from the Future
Nozomu Sasaki,Ushio & Tora
Nozomu Sasaki,Yu-Gi-Oh!: The Dark Side of Dimensions
Nozomu Sasaki,Naruto: Shippûden
Nozomu Sasaki,MeiQ: Labyrinth of Death
Nozomu Sasaki,The Last: Naruto the Movie
Nozomu Sasaki,J-Stars Victory Vs
Nozomu Sasaki,Gekijouban Puritîrizumu ôru sutâ serekushon: Purizumu shô besuto ten
Nozomu Sasaki,The New Prince of Tennis
Nozomu Sasaki,Fafner: Heaven and Earth
Nozomu Sasaki,Souten Kouro (Los Tres Reinos)
Nozomu Sasaki,Element Hunters
Nozomu Sasaki,Dynasty Warriors: Gundam 2
Nozomu Sasaki,Death Note Relight 2 - L's Successors
Nozomu Sasaki,Himitsu: Top Secret - The Revelation
Nozomu Sasaki,Yotsunoha Dai 1 wa
Nozomu Sasaki,Shigurui: Death Frenzy
Nozomu Sasaki,Neuro: Supernatural Detective
Nozomu Sasaki,Another Century's 3: The Final
Nozomu Sasaki,Death Note
Nozomu Sasaki,Spider Riders: Resurrected Sun
Nozomu Sasaki,The Battle of Yu Yu Hakusho: Shitou! Ankoku Bujutsukai
Nozomu Sasaki,Yu Yu Hakusho DS: Ankoku Bujutsukai Hen
Nozomu Sasaki,Atelier Iris 3: Grand Phantasm
Nozomu Sasaki,Blood+
Nozomu Sasaki,Mahou Sentai Magiranger
Nozomu Sasaki,Monster
Nozomu Sasaki,Yu Yu Hakusho Forever
Nozomu Sasaki,Naruto: Gekito Ninja Taisen! 3
Nozomu Sasaki,Gunbuster 2: Diebuster
Nozomu Sasaki,Samurai Champloo
Nozomu Sasaki,Madlax
Nozomu Sasaki,Phoenix
Nozomu Sasaki,Inuyasha
Nozomu Sasaki,Naruto: Ultimate Ninja
Nozomu Sasaki,Naruto
Nozomu Sasaki,Ninja Scroll: The Series
Nozomu Sasaki,The King of Fighters 2002: Challenge to Ultimate Battle
Nozomu Sasaki,Asobot Senki Goku
Nozomu Sasaki,.hack//SIGN
Nozomu Sasaki,Rurouni Kenshin: Reflection
Nozomu Sasaki,Maximo: Ghost to Glory
Nozomu Sasaki,The King of Fighters 2001
Nozomu Sasaki,The Prince of Tennis
Nozomu Sasaki,Yu-Gi-Oh! Duel Monsters
Nozomu Sasaki,Cardcaptor Sakura: Leave it to Kero!
Nozomu Sasaki,Cardcaptor Sakura: The Sealed Card
Nozomu Sasaki,Compiler
Nozomu Sasaki,Compiler 2
Nozomu Sasaki,Valkyrie Profile
Nozomu Sasaki,Rurouni Kenshin: Trust and Betrayal
Nozomu Sasaki,Cardcaptor Sakura
Nozomu Sasaki,Tetsuwan Tantei Robotack
Nozomu Sasaki,Ehrgeiz
Nozomu Sasaki,Knight Hunters
Nozomu Sasaki,Legend of the Galactic Heroes
Nozomu Sasaki,Rurouni Kenshin: Requiem for the Ishin Patriots
Nozomu Sasaki,Revolutionary Girl Utena
Nozomu Sasaki,Rayearth
Nozomu Sasaki,B'T X Neo
Nozomu Sasaki,B'T X
Nozomu Sasaki,Shinesman
Nozomu Sasaki,Yu Yu Hakusho: Eizou Hakusho
Nozomu Sasaki,Magic Knight Rayearth
Nozomu Sasaki,Ronin Warriors
Nozomu Sasaki,Yu Yu Hakusho Final: Hell's Strongest Biographies
Nozomu Sasaki,Yu Yu Hakusho: Ghost Files
Nozomu Sasaki,Yu Yu Hakusho
Nozomu Sasaki,Yu Yu Hakusho: Tokubetsu hen
Nozomu Sasaki,Captain Tsubasa J
Nozomu Sasaki,Magic Knight Rayearth
Nozomu Sasaki,Darkside Blues
Nozomu Sasaki,Yu Yu Hakusho: Eizou Hakusho
Nozomu Sasaki,Yu Yu Hakusho 2: Chapter of Fighting
Nozomu Sasaki,Yu Yu Hakusho: Fight for the Netherworld
Nozomu Sasaki,Goal FH
Nozomu Sasaki,Yu yu hakusho
Nozomu Sasaki,Black Jack
Nozomu Sasaki,Legend of the Galactic Heroes: Overture to a New War
Nozomu Sasaki,Please Save My Earth
Nozomu Sasaki,Suikoden: Demon Century
Nozomu Sasaki,Ushio & Tora
Nozomu Sasaki,Yu Yu Hakusho: The Movie
Nozomu Sasaki,Super Deformed Double Feature
Nozomu Sasaki,Free Kick Toward Tomorrow
Nozomu Sasaki,Sequence
Nozomu Sasaki,21 emon: Sora ike! Harashi no purinsesu
Nozomu Sasaki,Gall Force: New Era
Nozomu Sasaki,Here Is Greenwood
Nozomu Sasaki,Izumo
Nozomu Sasaki,The Heroic Legend of Arislan
Nozomu Sasaki,Bubblegum Crash
Nozomu Sasaki,Gekkou no Pierce: Yumemi to Gin no Bara Kishidan
Nozomu Sasaki,City Hunter
Nozomu Sasaki,Genji Tsûshin Agedama
Nozomu Sasaki,Locke the Superman OVA 2
Nozomu Sasaki,Urusei Yatsura: Date with a Spirit
Nozomu Sasaki,Dragon Fist
Nozomu Sasaki,Kayoko's Diary
Nozomu Sasaki,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka
Nozomu Sasaki,Bubblegum Crisis
Nozomu Sasaki,Blue Sonnet
Nozomu Sasaki,Yagami's Family Affairs
Nozomu Sasaki,Left O'Clock
Nozomu Sasaki,Dark Myth
Nozomu Sasaki,Angel Cop
Nozomu Sasaki,Megazone 23 III
Nozomu Sasaki,Earthian
Nozomu Sasaki,Legend of Lemnear
Nozomu Sasaki,Chimpui
Nozomu Sasaki,Be-Boy Kidnapp'n Idol
Nozomu Sasaki,Akira
Nozomu Sasaki,Super Deformed Double Feature
Nozomu Sasaki,Summer Vacation 1999
Nozomu Sasaki,Mobile Suit Gundam: Char's Counterattack
Nozomu Sasaki,Grimm Masterpiece Theatre
Nozomu Sasaki,Fist of the North Star 2
Nozomu Sasaki,The Samurai
Nozomu Sasaki,Machine Robo: Winner Battle Hackers
Nozomu Sasaki,Guyver: Out of Control
Mayumi Asano,Smile at the Runway
Mayumi Asano,Beastars
Mayumi Asano,Lupin the Third: Fujiko Mine's Lie
Mayumi Asano,Gintama
Mayumi Asano,Final Fantasy XV
Mayumi Asano,Naruto Shippûden: Ultimate Ninja Storm 4
Mayumi Asano,Ghost in the Shell Arise: Border 5 - Pyrophoric Cult
Mayumi Asano,Amagi Brilliant Park
Mayumi Asano,Ghost in the Shell: The New Movie
Mayumi Asano,Ghost in the Shell Arise: Alternative Architecture
Mayumi Asano,Tokyo ESP
Mayumi Asano,Naruto Shippûden: Ultimate Ninja Storm Revolution
Mayumi Asano,Ghost in the Shell Arise: Border 4 - Ghost Stands Alone
Mayumi Asano,Ghost in the Shell Arise: Border 3 - Ghost Tears
Mayumi Asano,Marvel Disk Wars: The Avengers
Mayumi Asano,Eiga Dokidoki! Purikyua: Mana kekkon!!? Mirai ni tsunagu kibou no doresu
Mayumi Asano,Ghost in the Shell: Arise - Border 1: Ghost Pain
Mayumi Asano,Naruto Shippûden: Ultimate Ninja Storm 3
Mayumi Asano,Lollipop Chainsaw
Mayumi Asano,Naruto: Shippûden
Mayumi Asano,Sankarea
Mayumi Asano,Naruto Shippûden: Ultimate Ninja Storm Generations
Mayumi Asano,C
Mayumi Asano,Dragonaut: The Resonance
Mayumi Asano,"Eureka Seven - good night, sleep tight, young lovers"
Mayumi Asano,Ninja Blade
Mayumi Asano,Vampire Knight
Mayumi Asano,Vampire Knight Guilty
Mayumi Asano,Our Home's Fox Deity
Mayumi Asano,Soul Eater
Mayumi Asano,Tamashii no kyouiku
Mayumi Asano,Sutoreito jaketto: The relief - Shokuzai no mirai
Mayumi Asano,Sutoreito jaketto: The convicts - Togabito no kioku
Mayumi Asano,Naruto Shippûden: Ultimate Ninja 5
Mayumi Asano,Strait Jacket
Mayumi Asano,Blue Drop
Mayumi Asano,ASH: Archaic Sealed Heat
Mayumi Asano,Guardian of the Sacred Spirit
Mayumi Asano,Rocket Girls
Mayumi Asano,Naruto Shippûden: Ultimate Ninja 4
Mayumi Asano,Bartender
Mayumi Asano,Eureka Seven
Mayumi Asano,Naruto: Ultimate Ninja 3
Mayumi Asano,Blood+
Mayumi Asano,Armored Core: Last Raven
Mayumi Asano,Lupin III: Angel Tactics
Mayumi Asano,Naruto
Mayumi Asano,Bleach
Mayumi Asano,Naruto: Gekito Ninja Taisen! 3
Mayumi Asano,Wolf's Rain
Mayumi Asano,Viewtiful Joe
Mayumi Asano,Naruto: Ultimate Ninja 2
Mayumi Asano,Phoenix
Mayumi Asano,Wolf's Rain OVA
Mayumi Asano,Naruto: Clash of Ninja 2
Mayumi Asano,Naruto: Ultimate Ninja
Mayumi Asano,Last Exile
Mayumi Asano,Cinderella Boy
Mayumi Asano,Mermaid Melody Pichi Pichi Pitch
Mayumi Asano,Naruto: Clash of Ninja
Mayumi Asano,Pecola
Mayumi Asano,Stratos 4
Mayumi Asano,Vandread: Turbulence
Mayumi Asano,6 Angels
Mayumi Asano,A Little Snow Fairy Sugar
Mayumi Asano,Vandread
Mayumi Asano,Vandread: Integral
Mayumi Asano,Hikaru's Go
Mayumi Asano,Shenmue II
Mayumi Asano,Princess Comet
Mayumi Asano,Descendants of Darkness
Mayumi Asano,Angel Sanctuary
Mayumi Asano,Ayashi no Ceres
Mayumi Asano,Mighty Cat Masked Niyander
Mayumi Asano,Boogiepop Never Laughs: Boogiepop Phantom
Mayumi Asano,Seraphim Call
Mayumi Asano,Z-Mind
Mayumi Asano,Berserk
Yumiko Kobayashi,Shinchan: Special Episodes
Yumiko Kobayashi,Shinchan
Yumiko Kobayashi,Heike Monogatari
Yumiko Kobayashi,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy
Yumiko Kobayashi,Hori-san to Miyamura-kun
Yumiko Kobayashi,Tales of the Rays: Last Cradle
Yumiko Kobayashi,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes
Yumiko Kobayashi,"Re: Zero, Starting Life in Another World"
Yumiko Kobayashi,Digimon Adventure
Yumiko Kobayashi,Duel Masters King
Yumiko Kobayashi,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi
Yumiko Kobayashi,Duel Masters!!
Yumiko Kobayashi,Tales of the Rays: Fairy's Requiem
Yumiko Kobayashi,Lupin III
Yumiko Kobayashi,The Disastrous Life of Saiki K.
Yumiko Kobayashi,Duel Masters!
Yumiko Kobayashi,Fûsen inu Tinny: Nandaka fushigi-na kyôryû no kuni
Yumiko Kobayashi,Duel Masters
Yumiko Kobayashi,Valkyria: Azure Revolution
Yumiko Kobayashi,Star Ocean: Anamnesis
Yumiko Kobayashi,Food Wars
Yumiko Kobayashi,Mysterious Joker
Yumiko Kobayashi,Duel Masters Versus Revolution Final
Yumiko Kobayashi,Duel Masters: Hamukatsu and Dogiragon's Great Curry Bread Adventure 3D
Yumiko Kobayashi,Owari no serafu
Yumiko Kobayashi,Gunslinger Stratos: The Animation
Yumiko Kobayashi,Duel Masters VS R
Yumiko Kobayashi,The Seven Deadly Sins
Yumiko Kobayashi,Soul Eater Not!
Yumiko Kobayashi,Duel Masters VS
Yumiko Kobayashi,Hamatora
Yumiko Kobayashi,Hozuki's Coolheadedness
Yumiko Kobayashi,Aura: Koga Maryuin's Last War
Yumiko Kobayashi,Duel Masters Victory V3
Yumiko Kobayashi,JoJo's Bizarre Adventure
Yumiko Kobayashi,Naruto: Shippûden
Yumiko Kobayashi,Stitch!
Yumiko Kobayashi,Humanity Has Declined
Yumiko Kobayashi,Lupin the Third: The Woman Called Fujiko Mine
Yumiko Kobayashi,Duel Masters Victory V
Yumiko Kobayashi,Persona 4: The Animation
Yumiko Kobayashi,Pokémon
Yumiko Kobayashi,Blue Exorcist
Yumiko Kobayashi,Duel Masters Victory
Yumiko Kobayashi,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~
Yumiko Kobayashi,Angel Beats!
Yumiko Kobayashi,Duel Masters: Blazing Bonds XX
Yumiko Kobayashi,Naruto Shippûden: Kizuna Drive
Yumiko Kobayashi,Duel Masters: Cross Shock
Yumiko Kobayashi,Duel Masters: Black Moon God Emperor (Lunatic God Saga)
Yumiko Kobayashi,Tokyo Magnitude 8.0
Yumiko Kobayashi,Kon'nichiwa An: Bifô Guriin Gêburusu
Yumiko Kobayashi,Basquash!
Yumiko Kobayashi,The Slayers
Yumiko Kobayashi,Soul Eater
Yumiko Kobayashi,Soul Eater: Battle Resonance
Yumiko Kobayashi,Infinite Undiscovery
Yumiko Kobayashi,XXXHOLiC
Yumiko Kobayashi,The Tower of DRUAGA: The Aegis of URUK
Yumiko Kobayashi,Duel Masters Cross
Yumiko Kobayashi,Star Ocean: Second Evolution
Yumiko Kobayashi,Aria the Origination
Yumiko Kobayashi,Rental Magica
Yumiko Kobayashi,Duel Masters Zero
Yumiko Kobayashi,Dyueru masutâzu: Zero
Yumiko Kobayashi,Eternal Sonata
Yumiko Kobayashi,D.Gray-man
Yumiko Kobayashi,Bakegyamon
Yumiko Kobayashi,Les Miserables: Shoujo Cosette
Yumiko Kobayashi,Mai otome zwei
Yumiko Kobayashi,Duel Masters Flash
Yumiko Kobayashi,Shakugan No Shana
Yumiko Kobayashi,Mega Man: Maverick Hunter X
Yumiko Kobayashi,Origin: Spirits of the Past
Yumiko Kobayashi,Mega Man X: The Day of Sigma
Yumiko Kobayashi,Romancing SaGa
Yumiko Kobayashi,Sonic X
Yumiko Kobayashi,Duel Masters: Curse of the Death Phoenix
Yumiko Kobayashi,Duel Masters
Yumiko Kobayashi,Yakitate!! Japan
Yumiko Kobayashi,Naruto
Yumiko Kobayashi,Ninja Nonsense
Yumiko Kobayashi,Duel Masters Charge
Yumiko Kobayashi,Gantz
Yumiko Kobayashi,Peace Maker Kurogane
Yumiko Kobayashi,Ikki tousen
Yumiko Kobayashi,A Little Snow Fairy Sugar
Yumiko Kobayashi,Gad Guard
Yumiko Kobayashi,Inuyasha
Yumiko Kobayashi,Get Backers
Yumiko Kobayashi,EX-Driver the Movie
Yumiko Kobayashi,éX-Driver the Movie
Yumiko Kobayashi,Love Hina Again
Yumiko Kobayashi,eX-Driver
Yumiko Kobayashi,Puni Puni Poemy
Yumiko Kobayashi,The Prince of Tennis
Yumiko Kobayashi,Love Hina Advance
Yumiko Kobayashi,Shingu: Secret of the Stellar Wars
Yumiko Kobayashi,Love Hina
Yumiko Kobayashi,Love Hina Spring Special
Yumiko Kobayashi,Love Hina Christmas Special: Silent Eve
Yumiko Kobayashi,GEAR senshi Dendô
Yumiko Kobayashi,Android Kikaider: The Animation
Yumiko Kobayashi,Kirara
Yumiko Kobayashi,Summon Night
Yumiko Kobayashi,Weird Anime Excel Saga
Yumiko Kobayashi,Masou Kishin Cybuster
