actor,movie_or_TV_name
Don Keefer,Innocent Victims
Don Keefer,Picket Fences
Don Keefer,ER
Don Keefer,Phenom
Michael Pataki,The Black Bunch
Michael Pataki,The Dirt Gang
Michael Pataki,The Bold Ones: The New Doctors
Michael Pataki,A Man for Hanging
Michael Pataki,Columbo
Michael Pataki,Grave of the Vampire
Erik Holland,St. Elsewhere
Erik Holland,Table for Five
Erik Holland,The Winds of War
Erik Holland,The Fall Guy
Erik Holland,Cheers
Erik Holland,Father Murphy
Erik Holland,Best of the West
Erik Holland,The Diary of Anne Frank
Whit Bissell,The Californians
Whit Bissell,Suspicion
Whit Bissell,Whirlybirds
Whit Bissell,Goodyear Theatre
Don Keefer,The Marrying Man
Don Keefer,Lucy & Desi: Before the Laughter
Don Keefer,Gabriel's Fire
Don Keefer,Highway to Heaven
Don Keefer,Amos
Don Keefer,Alice
Michael Pataki,The Sixth Sense
Michael Pataki,Bonanza
Michael Pataki,Cade's County
Michael Pataki,They Call It Murder
Michael Pataki,Pink Angels
Michael Pataki,Brute Corps
Geoffrey Binney,Under Crystal Lake
Geoffrey Binney,Raw Force
Erik Holland,Galactica 1980
Erik Holland,The French Atlantic Affair
Erik Holland,More American Graffiti
Erik Holland,The Gypsy Warriors
Erik Holland,The Bionic Woman
Erik Holland,Hughes and Harlow: Angels in Hell
Erik Holland,Man from Atlantis
Erik Holland,Barnaby Jones
Whit Bissell,The Thin Man
Whit Bissell,Studio One
Whit Bissell,Dr. Christian
Whit Bissell,M Squad
Whit Bissell,The Adventures of Jim Bowie
Don Keefer,All My Children
Don Keefer,The Mississippi
Don Keefer,Who Will Love My Children?
Don Keefer,Creepshow
Don Keefer,Quincy M.E.
Don Keefer,Golden Gate
Michael Pataki,The Return of Count Yorga
Michael Pataki,The Cut-Throats
Michael Pataki,The Andromeda Strain
Michael Pataki,Dan August
Michael Pataki,Dream No Evil
Michael Pataki,The Young Lawyers
Geoffrey Binney,Swan Song
Geoffrey Binney,Quincy M.E.
Geoffrey Binney,The Bad News Bears
Geoffrey Binney,Battlestar Galactica
Geoffrey Binney,Evening in Byzantium
Geoffrey Binney,Battlestar Galactica
Geoffrey Binney,Charlie's Angels
Geoffrey Binney,Once an Eagle
Geoffrey Binney,Hot Potato
Geoffrey Binney,The Story of Pretty Boy Floyd
Erik Holland,Wonder Woman
Erik Holland,The Quest
Erik Holland,The Outlaw Josey Wales
Erik Holland,Police Story
Erik Holland,Friendly Persuasion
Erik Holland,Mannix
Erik Holland,McCloud
Erik Holland,The Six Million Dollar Man
Whit Bissell,I Was a Teenage Frankenstein
Whit Bissell,The Tall Stranger
Whit Bissell,The Restless Gun
Whit Bissell,The Court of Last Resort
Whit Bissell,Jane Wyman Presents the Fireside Theatre
Don Keefer,The Five of Me
Don Keefer,The Scarlett O'Hara War
Don Keefer,"Palmerstown, U.S.A."
Don Keefer,The Misadventures of Sheriff Lobo
Don Keefer,Marathon
Don Keefer,The Last Word
Michael Pataki,The Silent Force
Michael Pataki,The Flying Nun
Michael Pataki,Five the Hard Way
Michael Pataki,Easy Rider
Michael Pataki,"Crazy World, Crazy People"
Michael Pataki,Mannix
Geoffrey Binney,Adam-12
Geoffrey Binney,Mod Squad
Geoffrey Binney,Room 222
Geoffrey Binney,Medical Center
Geoffrey Binney,Star Trek: The Original Series
Erik Holland,Shaft
Erik Holland,The Magician
Erik Holland,Trader Horn
Erik Holland,Pigs
Erik Holland,The F.B.I.
Erik Holland,The Great Northfield Minnesota Raid
Erik Holland,Cannon
Erik Holland,Mod Squad
Whit Bissell,Code 3
Whit Bissell,Alcoa Theatre
Whit Bissell,The Wayward Girl
Whit Bissell,I Was a Teenage Werewolf
Whit Bissell,Johnny Tremain
Don Keefer,Samurai
Don Keefer,Time Express
Don Keefer,Barnaby Jones
Don Keefer,A Rainy Day
Don Keefer,Roots: The Next Generations
Don Keefer,The Kid from Not-So-Big
Michael Pataki,Star Trek: The Original Series
Michael Pataki,Dundee and the Culhane
Michael Pataki,Garrison's Gorillas
Michael Pataki,Mr. Terrific
Michael Pataki,Mission: Impossible
Erik Holland,Alias Smith and Jones
Erik Holland,Raid on Rommel
Erik Holland,Mission: Impossible
Erik Holland,It Takes a Thief
Erik Holland,Tell Them Willie Boy Is Here
Erik Holland,Childish Things
Erik Holland,The Guns of Will Sonnett
Erik Holland,Star Trek: The Original Series
Whit Bissell,Gunfight at the O.K. Corral
Whit Bissell,The Gale Storm Show: Oh! Susanna
Whit Bissell,Crossroads
Whit Bissell,The 20th Century-Fox Hour
Don Keefer,The Immigrants
Don Keefer,Sword of Justice
Don Keefer,The Incredible Hulk
Don Keefer,Mirrors
Don Keefer,The Girl in the Empty Grave
Don Keefer,Fire Sale
Michael Pataki,Run for Your Life
Michael Pataki,The Felony Squad
Michael Pataki,Batman
Michael Pataki,Bob Hope Presents the Chrysler Theatre
Michael Pataki,McHale's Navy Joins the Air Force
Michael Pataki,Ben Casey
Victoria George,The Bold and the Beautiful
Victoria George,Mr. Billion
Erik Holland,The Outcasts
Erik Holland,The Invaders
Erik Holland,Bonanza
Erik Holland,Torn Curtain
Erik Holland,Blue Light
Erik Holland,Laredo
Erik Holland,The Man from U.N.C.L.E.
Erik Holland,12 O'Clock High
Whit Bissell,Broken Arrow
Whit Bissell,The Sheriff of Cochise
Whit Bissell,Mr. Adams and Eve
Whit Bissell,The Young Stranger
Whit Bissell,Box 13
Don Keefer,The Car
Don Keefer,Billy Jack Goes to Washington
Don Keefer,Starsky and Hutch
Don Keefer,The Waltons
Don Keefer,Family
Don Keefer,Arthur Hailey's the Moneychangers
Michael Pataki,Broadside
Michael Pataki,Voyage to the Bottom of the Sea
Michael Pataki,My Favorite Martian
Michael Pataki,Slattery's People
Michael Pataki,Espionage Target: You
Michael Pataki,Rawhide
Victoria George,Search
Victoria George,Mod Squad
Victoria George,The Last Rebel
Victoria George,Star Trek: The Original Series
Victoria George,El Dorado
Victoria George,The Green Hornet
Victoria George,12 O'Clock High
Erik Holland,The Fugitive
Erik Holland,The Glory Guys
Erik Holland,Voyage to the Bottom of the Sea
Erik Holland,Combat!
Erik Holland,The Prize
Erik Holland,G.E. True
Erik Holland,Surftide 77
Kay Elliot,Gas Pump Girls
Kay Elliot,Eight Is Enough
Whit Bissell,Dr. Hudson's Secret Journal
Whit Bissell,West Point
Whit Bissell,Science Fiction Theatre
Whit Bissell,Father Knows Best
Whit Bissell,The Ford Television Theatre
Don Keefer,Lanigan's Rabbi
Don Keefer,The Streets of San Francisco
Don Keefer,S.W.A.T.
Don Keefer,Switch
Don Keefer,Baretta
Don Keefer,Ellery Queen
Michael Pataki,The Movie Maker
Michael Pataki,The Lieutenant
Michael Pataki,Rockabye the Infantry
Michael Pataki,Combat!
Michael Pataki,Saints and Sinners
Michael Pataki,Ripcord
Kay Elliot,The Severed Arm
Kay Elliot,Plaza Suite
Kay Elliot,Bewitched
Kay Elliot,Death Valley Days
Kay Elliot,The Red Skelton Hour
Kay Elliot,Here's Lucy
Kay Elliot,Where Were You When the Lights Went Out?
Kay Elliot,Star Trek: The Original Series
Kay Elliot,Gomer Pyle: USMC
Kay Elliot,The Man from U.N.C.L.E.
Whit Bissell,Man from Del Rio
Whit Bissell,You Are There
Whit Bissell,Studio 57
Whit Bissell,Dakota Incident
Whit Bissell,Sneak Preview
Don Keefer,Returning Home
Don Keefer,Who Is the Black Dahlia?
Don Keefer,Kung Fu
Don Keefer,Attack on Terror: The FBI vs. the Ku Klux Klan
Don Keefer,McMillan & Wife
Don Keefer,Candy Stripe Nurses
Michael Pataki,The Twilight Zone
Michael Pataki,Target: The Corruptors!
Michael Pataki,The Case of the Dangerous Robin
Michael Pataki,Hawaiian Eye
Michael Pataki,Not for Hire
Michael Pataki,The Loretta Young Show
Carolyn Nelson,Ivory Hunters
Carolyn Nelson,Of Pure Blood
Whit Bissell,The Proud Ones
Whit Bissell,TV Reader's Digest
Whit Bissell,Climax!
Whit Bissell,Front Row Center
Don Keefer,The Manhunter
Don Keefer,"Marcus Welby, M.D."
Don Keefer,Chase
Don Keefer,The New Perry Mason
Don Keefer,Faraday and Company
Don Keefer,Sleeper
Michael Pataki,M Squad
Michael Pataki,Ten North Frederick
Michael Pataki,The Young Lions
Carolyn Nelson,Passion Flower
Carolyn Nelson,Memorial Day
Carolyn Nelson,The Nation's Health
Carolyn Nelson,Freedom
Carolyn Nelson,The Taking of Pelham One Two Three
Carolyn Nelson,The Marcus-Nelson Murders
Carolyn Nelson,Man on a String
Carolyn Nelson,It Takes a Thief
Carolyn Nelson,The Beverly Hillbillies
Carolyn Nelson,Star Trek: The Original Series
Carolyn Nelson,Run for Your Life
Whit Bissell,Invasion of the Body Snatchers
Whit Bissell,Cavalcade of America
Whit Bissell,At Gunpoint
Whit Bissell,Shack Out on 101
Whit Bissell,Trial
Don Keefer,Gunsmoke
Don Keefer,The Way We Were
Don Keefer,The Young Nurses
Don Keefer,Ace Eli and Rodger of the Skies
Don Keefer,The Bait
Don Keefer,Walking Tall
Fred Carson,The Great Cash Giveaway Getaway
Carolyne Barry,Blue Code
Carolyne Barry,Star Trek: The Next Generation
Whit Bissell,The Desperate Hours
Whit Bissell,The Naked Street
Whit Bissell,The Lone Ranger
Whit Bissell,Not as a Stranger
Whit Bissell,The Halls of Ivy
Don Keefer,The F.B.I.
Don Keefer,Night Gallery
Don Keefer,Columbo
Don Keefer,Banacek
Don Keefer,Arnie
Don Keefer,Bonanza
Fred Carson,The Rockford Files
Fred Carson,The Hardy Boys/Nancy Drew Mysteries
Fred Carson,Laverne & Shirley
Fred Carson,City of Angels
Fred Carson,Petrocelli
Fred Carson,Gunsmoke
Carolyne Barry,Santa Barbara
Carolyne Barry,Dynasty
Carolyne Barry,J.J. Starbuck
Carolyne Barry,Hotel
Carolyne Barry,The Paper Chase
Carolyne Barry,Small & Frye
Carolyne Barry,The Bob Newhart Show
Carolyne Barry,Dark August
Whit Bissell,City Detective
Whit Bissell,Stage 7
Whit Bissell,Public Defender
Whit Bissell,The Big Combo
Whit Bissell,The Atomic Kid
Don Keefer,A Death of Innocence
Don Keefer,Sarge
Don Keefer,Nichols
Don Keefer,The Grissom Gang
Don Keefer,Alias Smith and Jones
Don Keefer,Matt Lincoln
Fred Carson,Shaft
Fred Carson,Deadly Harvest
Fred Carson,Crosscurrent
Fred Carson,Night Gallery
Fred Carson,Nichols
Fred Carson,Skin Game
Carolyne Barry,Stand Up and Be Counted
Carolyne Barry,Ironside
Carolyne Barry,The F.B.I.
Carolyne Barry,Julia
Carolyne Barry,Here Come the Brides
Carolyne Barry,"Love, American Style"
Carolyne Barry,The Man from U.N.C.L.E.
Carolyne Barry,"Hey, Landlord"
Carolyne Barry,Star Trek: The Original Series
Whit Bissell,Target Earth
Whit Bissell,The Pepsi-Cola Playhouse
Whit Bissell,Three Hours to Kill
Whit Bissell,The Shanghai Story
Whit Bissell,The Caine Mutiny
Don Keefer,"Rabbit, Run"
Don Keefer,The High Chaparral
Don Keefer,Men at Law
Don Keefer,R.P.M.
Don Keefer,Green Acres
Don Keefer,"Gaily, Gaily"
Fred Carson,Mannix
Fred Carson,More Dead Than Alive
Fred Carson,It Takes a Thief
Fred Carson,Daniel Boone
Fred Carson,Batman
Fred Carson,Cimarron Strip
Carolyne Barry,Out of Sight
Carolyne Barry,The Patty Duke Show
Carolyne Barry,Mr. Novak
John Boyer,Star Trek: The Original Series
John Boyer,Don't Make Waves
John Boyer,Gunsmoke
Whit Bissell,Riot in Cell Block 11
Whit Bissell,Creature from the Black Lagoon
Whit Bissell,It Should Happen to You
Whit Bissell,Racket Squad
Whit Bissell,Devil's Canyon
Don Keefer,My World and Welcome to It
Don Keefer,Butch Cassidy and the Sundance Kid
Don Keefer,The Guns of Will Sonnett
Don Keefer,The Virginian
Don Keefer,The Good Guys
Don Keefer,The Outcasts
Fred Carson,Custer
Fred Carson,Hondo
Fred Carson,Star Trek: The Original Series
Fred Carson,The Time Tunnel
Fred Carson,Double Trouble
Fred Carson,Winchester 73
John Boyer,Ski Party
John Boyer,Rawhide
Whit Bissell,Kraft Theatre
Whit Bissell,The Big Story
Whit Bissell,The Turning Point
Whit Bissell,Armstrong Circle Theatre
Don Keefer,Mayberry R.F.D.
Don Keefer,The Name of the Game
Don Keefer,Death Valley Days
Don Keefer,Judd for the Defense
Don Keefer,Star Trek: The Original Series
Don Keefer,Cimarron Strip
Fred Carson,I Spy
Fred Carson,The Green Hornet
Fred Carson,The Virginian
Fred Carson,The Wild Wild West
Fred Carson,Pistols 'n' Petticoats
Fred Carson,Laredo
Whit Bissell,Lux Video Theatre
Whit Bissell,The Doctor
Whit Bissell,Danger
Whit Bissell,The Sellout
Don Keefer,The Andy Griffith Show
Don Keefer,Dundee and the Culhane
Don Keefer,The Felony Squad
Don Keefer,Peyton Place
Don Keefer,Iron Horse
Don Keefer,The Magical World of Disney
Fred Carson,The Last of the Secret Agents?
Fred Carson,"Paradise, Hawaiian Style"
Fred Carson,Branded
Fred Carson,The Munsters
Fred Carson,Apache Rifles
Fred Carson,The Quick Gun
Whit Bissell,Skirts Ahoy!
Whit Bissell,The Web
Whit Bissell,The Cases of Eddie Drake
Whit Bissell,Hoodlum Empire
Whit Bissell,Boots Malone
Don Keefer,Mission: Impossible
Don Keefer,Love on a Rooftop
Don Keefer,That Girl
Don Keefer,Bewitched
Don Keefer,The Russians Are Coming the Russians Are Coming
Don Keefer,The Last of the Secret Agents?
Fred Carson,He Rides Tall
Fred Carson,Destry
Fred Carson,77 Sunset Strip
Fred Carson,4 for Texas
Fred Carson,Rawhide
Fred Carson,Wall of Noise
Whit Bissell,It's Only the Beginning
Whit Bissell,Out There
Whit Bissell,The Philco Television Playhouse
Whit Bissell,Red Mountain
Whit Bissell,The Family Secret
Don Keefer,Petticoat Junction
Don Keefer,The Farmer's Daughter
Don Keefer,Ben Casey
Don Keefer,The Loner
Don Keefer,The Munsters
Don Keefer,For the People
Fred Carson,The Dakotas
Fred Carson,Cheyenne
Fred Carson,The Rifleman
Fred Carson,Lawman
Fred Carson,Bronco
Fred Carson,Maverick
Whit Bissell,The Red Badge of Courage
Whit Bissell,Lost Continent
Whit Bissell,Night Into Morning
Whit Bissell,Sealed Cargo
Whit Bissell,Tales of Robin Hood
Don Keefer,The Jack Benny Program
Don Keefer,Slattery's People
Don Keefer,Ready for the People
Don Keefer,My Favorite Martian
Don Keefer,The Rogues
Don Keefer,The Twilight Zone
Fred Carson,Wagon Train
Fred Carson,The Untouchables
Fred Carson,Sugarfoot
Fred Carson,Tombstone Territory
Fred Carson,Bat Masterson
Fred Carson,Cimarron City
Whit Bissell,The Great Missouri Raid
Whit Bissell,For Heaven's Sake
Whit Bissell,The Du Pont Story
Whit Bissell,Wyoming Mail
Whit Bissell,The Killer That Stalked New York
Don Keefer,The Fugitive
Don Keefer,The Great Adventure
Don Keefer,The Real McCoys
Don Keefer,The Doctors
Don Keefer,The Dakotas
Don Keefer,Going My Way
Fred Carson,The Buccaneer
Fred Carson,The Texan
Fred Carson,Mackenzie's Raiders
Fred Carson,The Life and Legend of Wyatt Earp
Fred Carson,Have Gun - Will Travel
Fred Carson,Death Valley Days
Whit Bissell,A Life of Her Own
Whit Bissell,Convicted
Whit Bissell,Fireside Theatre
Whit Bissell,Side Street
Jack Perkins,Automan
Don Keefer,"Car 54, Where Are You?"
Don Keefer,Incident in an Alley
Don Keefer,Alcoa Premiere
Don Keefer,Window on Main Street
Don Keefer,The Clown and the Kid
Don Keefer,The New Breed
Fred Carson,Man in the Shadow
Fred Carson,Tales of Wells Fargo
Fred Carson,Shoot-Out at Medicine Bend
Fred Carson,Gun Duel in Durango
Fred Carson,State Trooper
Fred Carson,Soldiers of Fortune
Whit Bissell,Perfect Strangers
Whit Bissell,When Willie Comes Marching Home
Whit Bissell,And Baby Makes Three
Whit Bissell,Tokyo Joe
Whit Bissell,Anna Lucasta
Jack Perkins,Father Murphy
Jack Perkins,Simon & Simon
Jack Perkins,Flush
Jack Perkins,Night Shift
Jack Perkins,Little House on the Prairie
Jack Perkins,Herbie Goes Bananas
Don Keefer,Whispering Smith
Don Keefer,Angel
Don Keefer,'Way Out
Don Keefer,Alfred Hitchcock Presents
Don Keefer,U.S. Marshal
Don Keefer,Have Gun - Will Travel
Fred Carson,Gun for a Coward
Fred Carson,Zane Grey Theatre
Fred Carson,The First Traveling Saleslady
Fred Carson,Great Day in the Morning
Fred Carson,A Day of Fury
Fred Carson,Red Sundown
Whit Bissell,The Crime Doctor's Diary
Whit Bissell,Chicken Every Sunday
Whit Bissell,He Walked by Night
Whit Bissell,That Lady in Ermine
Whit Bissell,Canon City
Jack Perkins,The Happy Hooker Goes Hollywood
Jack Perkins,CHiPs
Jack Perkins,Hart to Hart
Jack Perkins,The Apple Dumpling Gang Rides Again
Jack Perkins,Laverne & Shirley
Jack Perkins,The North Avenue Irregulars
Jack Perkins,Eight Is Enough
Don Keefer,Hotel de Paree
Don Keefer,Wagon Train
Don Keefer,Father Knows Best
Don Keefer,Cash McCall
Don Keefer,Rawhide
Don Keefer,One Step Beyond
Fred Carson,The Fighting Chance
Fred Carson,The Man from Bitter Ridge
Fred Carson,The Adventures of Rin Tin Tin
Fred Carson,The Adventures of Kit Carson
Fred Carson,Destry
Fred Carson,The Lawless Rider
Whit Bissell,Raw Deal
Whit Bissell,Another Part of the Forest
Whit Bissell,The Senator Was Indiscreet
Whit Bissell,A Double Life
Whit Bissell,Night Song
Jack Perkins,The Ted Knight Show
Jack Perkins,The Love Boat
Jack Perkins,Ruby
Jack Perkins,Grand Theft Auto
Jack Perkins,Blansky's Beauties
Jack Perkins,Nickelodeon
Jack Perkins,Freaky Friday
Don Keefer,The DuPont Show with June Allyson
Don Keefer,Peter Gunn
Don Keefer,Wichita Town
Don Keefer,Lux Playhouse
Don Keefer,Date with Dizzy
Don Keefer,Westinghouse Desilu Playhouse
Fred Carson,Drums Across the River
Fred Carson,The Wild One
Fred Carson,The Veils of Bagdad
Fred Carson,The Golden Blade
Fred Carson,The Charge at Feather River
Fred Carson,Thunder Bay
Whit Bissell,Brute Force
Whit Bissell,The Sea of Grass
Whit Bissell,It Shouldn't Happen to a Dog
Whit Bissell,Cluny Brown
Whit Bissell,Somewhere in the Night
Jack Perkins,Happy Days
Jack Perkins,Serpico
Jack Perkins,Emergency!
Jack Perkins,That's My Mama
Jack Perkins,The Strongest Man in the World
Jack Perkins,The Bank Shot
Jack Perkins,Nightmare Honeymoon
Don Keefer,Torpedo Run
Don Keefer,Studio One
Don Keefer,State Trooper
Don Keefer,Climax!
Don Keefer,"Richard Diamond, Private Detective"
Don Keefer,The Silent Service
Fred Carson,"Jack McCall, Desperado"
Fred Carson,Son of the Renegade
Fred Carson,The Redhead from Wyoming
Fred Carson,The Battle at Apache Pass
Fred Carson,Silver Canyon
Fred Carson,Stage to Tucson
Whit Bissell,Winged Victory
Whit Bissell,Destination Tokyo
Whit Bissell,Holy Matrimony
Whit Bissell,Sherlock Holmes and the Secret Weapon
Whit Bissell,The Sea Hawk
Jack Perkins,The Cowboys
Jack Perkins,Killer Bees
Jack Perkins,Police Story
Jack Perkins,Blazing Saddles
Jack Perkins,The Magician
Jack Perkins,Gunsmoke
Don Keefer,Lux Video Theatre
Don Keefer,Hellcats of the Navy
Don Keefer,Code 3
Don Keefer,Navy Log
Don Keefer,Matinee Theatre
Don Keefer,The Alcoa Hour
Fred Carson,Frenchie
Fred Carson,Kansas Raiders
Fred Carson,Tarzan and the Slave Girl
Fred Carson,Rider from Tucson
Fred Carson,Hills of Oklahoma
Fred Carson,Hellfire
Jack Perkins,Invasion of the Bee Girls
Jack Perkins,The Daredevil
Jack Perkins,The Bold Ones: The New Doctors
Jack Perkins,Search
Jack Perkins,The Limit
Jack Perkins,Fuzz
Jack Perkins,"What's Up, Doc?"
Don Keefer,Away All Boats
Don Keefer,The Phil Silvers Show
Don Keefer,Front Row Center
Don Keefer,Appointment with Adventure
Don Keefer,Big Town
Don Keefer,An Annapolis Story
Fred Carson,Under Colorado Skies
Jack Perkins,The Odd Couple
Jack Perkins,McMillan & Wife
Jack Perkins,J W Coop
Jack Perkins,Longstreet
Jack Perkins,The Million Dollar Duck
Jack Perkins,All in the Family
Jack Perkins,There Was a Crooked Man...
Don Keefer,The Best of Broadway
Don Keefer,The United States Steel Hour
Don Keefer,You Are There
Don Keefer,Six Bridges to Cross
Don Keefer,Danger
Don Keefer,The Philco Television Playhouse
Sharyn Hillyer,"Love, American Style"
Sharyn Hillyer,I Dream of Jeannie
Charles Seel,"Marcus Welby, M.D."
Jack Perkins,Adam-12
Jack Perkins,The Good Guys
Jack Perkins,The Good Guys and the Bad Guys
Jack Perkins,The Great Bank Robbery
Jack Perkins,Here Come the Brides
Jack Perkins,The High Chaparral
Don Keefer,Modern Romances
Don Keefer,Armstrong Circle Theatre
Don Keefer,The Human Jungle
Don Keefer,The Caine Mutiny
Don Keefer,Riot in Cell Block 11
Don Keefer,Fireside Theatre
Sharyn Hillyer,Gomer Pyle: USMC
Sharyn Hillyer,Get Smart
Sharyn Hillyer,He & She
Sharyn Hillyer,Star Trek: The Original Series
Sharyn Hillyer,The Monkees
Sharyn Hillyer,Mannix
Sharyn Hillyer,A Guide for the Married Man
Sharyn Hillyer,The Man from U.N.C.L.E.
Sharyn Hillyer,Please Don't Eat the Daisies
Charles Seel,Apple's Way
Charles Seel,Adam-12
Charles Seel,Airport 1975
Charles Seel,Police Woman
Charles Seel,Gunsmoke
Charles Seel,The Manhunter
Charles Seel,Westworld
Jack Perkins,The Love Bug
Jack Perkins,Mannix
Jack Perkins,The Wild Wild West
Jack Perkins,Star Trek: The Original Series
Jack Perkins,A Man Called Gannon
Jack Perkins,Mission: Impossible
Jack Perkins,Cimarron Strip
Don Keefer,Manhunt
Don Keefer,The Girl in White
Don Keefer,Death of a Salesman
Don Keefer,Kraft Theatre
Don Keefer,The Borden Show
Sharyn Hillyer,The Spy in the Green Hat
Sharyn Hillyer,The Rounders
Sharyn Hillyer,Hazel
Sharyn Hillyer,Burke's Law
Sharyn Hillyer,To Trap a Spy
Sharyn Hillyer,The Lieutenant
Sharyn Hillyer,Mr. Novak
Sharyn Hillyer,Channing
Sharyn Hillyer,Hud
Sharyn Hillyer,The Adventures of Ozzie and Harriet
Charles Seel,Cannon
Charles Seel,Sssssss
Charles Seel,Hec Ramsey
Charles Seel,Mod Squad
Charles Seel,Duel
Charles Seel,Night Gallery
Jack Perkins,Iron Horse
Jack Perkins,The Felony Squad
Jack Perkins,The Fastest Guitar Alive
Jack Perkins,Petticoat Junction
Jack Perkins,Batman
Jack Perkins,Captain Nice
Charles Seel,Ironside
Charles Seel,One More Train to Rob
Charles Seel,Dan August
Charles Seel,The Young Rebels
Charles Seel,Then Came Bronson
Charles Seel,The Virginian
Carl Byrd,Irreconcilable Differences
Carl Byrd,Hill Street Blues
Frank Atienza,Jake and the Fatman
Frank Atienza,"Magnum, P.I."
Jack Perkins,I Spy
Jack Perkins,The Green Hornet
Jack Perkins,The Man from U.N.C.L.E.
Jack Perkins,The Rounders
Jack Perkins,The Girl from U.N.C.L.E.
Jack Perkins,Laredo
Charles Seel,Mannix
Charles Seel,Here Come the Brides
Charles Seel,Mr. Deeds Goes to Town
Charles Seel,Petticoat Junction
Charles Seel,This Savage Land
Charles Seel,Winning
Charles Seel,The Outsider
Carl Byrd,"Philip Marlowe, Private Eye"
Carl Byrd,Catalina C-Lab
Carl Byrd,The White Shadow
Carl Byrd,Taxi
Carl Byrd,Diff'rent Strokes
Carl Byrd,Quincy M.E.
Carl Byrd,Night Cries
Carl Byrd,Telefon
Carl Byrd,Logan's Run
Frank Atienza,Hawaii Five-O
Frank Atienza,Star Trek: The Original Series
Frank Atienza,The Gallant Men
Frank Atienza,Girls! Girls! Girls!
Frank Atienza,Blue Hawaii
Jack Perkins,T.H.E. Cat
Jack Perkins,Green Acres
Jack Perkins,The Munsters
Jack Perkins,The Lucy Show
Jack Perkins,Honey West
Jack Perkins,Made in Paris
Jack Perkins,Get Smart
Charles Seel,Bonanza
Charles Seel,The Guns of Will Sonnett
Charles Seel,Star Trek: The Original Series
Charles Seel,The Name of the Game
Charles Seel,Where Were You When the Lights Went Out?
Charles Seel,Cimarron Strip
Charles Seel,The Second Hundred Years
Carl Byrd,Family Plot
Carl Byrd,Cannon
Carl Byrd,The Rookies
Carl Byrd,Police Story
Carl Byrd,The Phantom of Hollywood
Carl Byrd,Barnaby Jones
Carl Byrd,Black Girl
Carl Byrd,The Bold Ones: The New Doctors
Carl Byrd,Mission: Impossible
Jack Perkins,Burke's Law
Jack Perkins,The Glory Guys
Jack Perkins,The Great Race
Jack Perkins,Advance to the Rear
Jack Perkins,The Outer Limits
Jack Perkins,The Travels of Jaimie McPheeters
Jack Perkins,The Great Adventure
Charles Seel,The Road West
Charles Seel,Bob Hope Presents the Chrysler Theatre
Charles Seel,The Man from U.N.C.L.E.
Charles Seel,F Troop
Charles Seel,Meet Me in St. Louis
Charles Seel,Chamber of Horrors
Charles Seel,Mister Buddwing
Carl Byrd,The Streets of San Francisco
Carl Byrd,The Partridge Family
Carl Byrd,The Bill Cosby Show
Carl Byrd,The Interns
Carl Byrd,The Bold Ones: The Protectors
Carl Byrd,Days of Our Lives
Carl Byrd,Flareup
Carl Byrd,The Flying Nun
Carl Byrd,Gomer Pyle: USMC
Jack Perkins,Ben Casey
Jack Perkins,The Untouchables
Jack Perkins,The Dick Powell Theatre
Jack Perkins,"I'm Dickens, He's Fenster"
Jack Perkins,The Wild Westerners
Jack Perkins,Rawhide
Charles Seel,A Man Called Shenandoah
Charles Seel,The Chase
Charles Seel,The Legend of Jesse James
Charles Seel,Run for Your Life
Charles Seel,Lassie
Charles Seel,The Farmer's Daughter
Charles Seel,O.K. Crackerby!
Carl Byrd,The Doris Day Show
Carl Byrd,Julia
Carl Byrd,Star Trek: The Original Series
Carl Byrd,Daktari
Carl Byrd,Run for Your Life
Carl Byrd,I Dream of Jeannie
Jack Perkins,Cain's Hundred
Jack Perkins,Angel
Jack Perkins,Peter Gunn
Jack Perkins,Death Valley Days
Jack Perkins,The Barbara Stanwyck Show
Jack Perkins,Klondike
Charles Seel,Camp Runamuck
Charles Seel,The Great Race
Charles Seel,Fluffy
Charles Seel,Ben Casey
Charles Seel,The Munsters
Charles Seel,The Baileys of Balboa
Charles Seel,Daniel Boone
Jack Perkins,North to Alaska
Jack Perkins,Spartacus
Jack Perkins,Have Gun - Will Travel
Jack Perkins,Tombstone Territory
Jack Perkins,The Twilight Zone
Jack Perkins,Bourbon Street Beat
Charles Seel,The Alfred Hitchcock Hour
Charles Seel,Cheyenne Autumn
Charles Seel,Peyton Place
Charles Seel,Lady in a Cage
Charles Seel,The Tattooed Police Horse
Charles Seel,Destry
Charles Seel,Grindl
Jack Perkins,The Magical World of Disney
Jack Perkins,Mr. Lucky
Jack Perkins,Bonanza
Jack Perkins,The Rifleman
Jack Perkins,Yancy Derringer
Jack Perkins,Man with a Camera
Charles Seel,Temple Houston
Charles Seel,The Man from Galveston
Charles Seel,Mr. Novak
Charles Seel,The Travels of Jaimie McPheeters
Charles Seel,Donovan's Reef
Charles Seel,Tammy and the Doctor
Jack Perkins,Bronco
Jack Perkins,The Badlanders
Jack Perkins,The Californians
Jack Perkins,Whirlybirds
Jack Perkins,Soldiers of Fortune
Charles Seel,Dennis the Menace
Charles Seel,The Dick Powell Theatre
Charles Seel,The New Loretta Young Show
Charles Seel,The Eleventh Hour
Charles Seel,Laramie
Charles Seel,Period of Adjustment
Charles Seel,Alcoa Premiere
Charles Seel,The Law and Mr. Jones
Charles Seel,Checkmate
Charles Seel,Tales of Wells Fargo
Charles Seel,Hazel
Charles Seel,The Man Who Shot Liberty Valance
