actor,movie_or_TV_name
Kazuhiko Inoue,Giruti kuraun: Guilty Crown
Robbie Daymond,The Division
Robbie Daymond,Little People
Robbie Daymond,Quackerz
Robbie Daymond,Naruto Shippûden: Ultimate Ninja Storm 4
Yuri Lowenthal,Kurokami: The Animation
Yuri Lowenthal,Grey's Anatomy: The Video Game
Yuri Lowenthal,Watchmen: The End Is Nigh
Megumi Toyoguchi,Empty Can!
Megumi Toyoguchi,Maria Holic
Megumi Toyoguchi,Star Ocean: The Last Hope
Megumi Toyoguchi,Maria Watches Over Us
Megumi Toyoguchi,RideBack
Stephanie Sheh,Bleach the Movie: Hell Verse
Stephanie Sheh,Dance Central
Stephanie Sheh,Puppy in My Pocket: Adventures in Pocketville
Dave Wittenberg,Alice in Wonderland
Dave Wittenberg,Supreme Commander 2
Dave Wittenberg,Valkyria Chronicles II
Dave Wittenberg,Final Fantasy XIII
Atsushi Imaruoka,Star Wars: Visions
Kyle Hebert,Dragon Ball Z: Infinite World
Kyle Hebert,Naruto: Ultimate Ninja Storm
Kyle Hebert,Valkyrie Profile: Covenant of the Plume
Mami Koyama,Detective Conan: The Raven Chaser
Mami Koyama,Urusei Yatsura: Za Shougaibutsu Suiei Taikai
Mami Koyama,Dynasty Warriors: Gundam 2
Mami Koyama,Casshern Sins
Mami Koyama,Dragon Ball: Origins
Mami Koyama,Hot Shots Golf: Open Tee 2
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja Storm Generations
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja Impact
Kazuhiko Inoue,Mobile Suit Gundam AGE
Kazuhiko Inoue,Hadaka Shitsuji
Robbie Daymond,Lego Marvel's Avengers
Robbie Daymond,K: Return of Kings
Robbie Daymond,Skyforge
Robbie Daymond,One Punch Man - Wanpanman: The Shadow That Snuck Up Too Close
Yuri Lowenthal,Wolverine and the X-Men
Yuri Lowenthal,Shin sangoku musou: Multi Raid
Megumi Toyoguchi,Kamen No Maid Guy
Megumi Toyoguchi,Stitch!
Megumi Toyoguchi,Gintama
Megumi Toyoguchi,D.Gray-man
Megumi Toyoguchi,Pokémon: Giratina and the Sky Warrior
Stephanie Sheh,Winx Club 3D: Magical Adventure
Stephanie Sheh,Naruto Shippûden: Ultimate Ninja Storm 2
Stephanie Sheh,Arcania: Gothic 4
Dave Wittenberg,Naruto Shippûden: Ultimate Ninja Heroes 3
Dave Wittenberg,Naruto Shippûden: Dragon Blade Chronicles
Dave Wittenberg,Naruto Shippûden: Clash of Ninja Revolution 3
Dave Wittenberg,Disgaea Infinite
Atsushi Imaruoka,One Piece
Atsushi Imaruoka,Buddy Mission Bond
Atsushi Imaruoka,Interspecies Reviewers
Atsushi Imaruoka,One Punch Man: A Hero Nobody Knows
Atsushi Imaruoka,13 Sentinels: Aegis Rim
Atsushi Imaruoka,Fire Emblem: Three Houses
Atsushi Imaruoka,One Punch Man
Atsushi Imaruoka,Boruto: Naruto Next Generations
Ikuko Watanabe,Gintama
Ikuko Watanabe,Naruto: Shippûden
Kyle Hebert,Command & Conquer: Red Alert 3
Kyle Hebert,Tenchu: Shadow Assassins
Kyle Hebert,Naruto: Clash of Ninja Revolution 2
Mami Koyama,Dragon Ball Z: Budokai Tenkaichi 3
Mami Koyama,Dr. Slump: Dr. Mashirito and Abale-chan
Mami Koyama,Black Lagoon
Mami Koyama,Mobile Suit Gundam SEED Destiny: TV Movie I - The Shattered World
Mami Koyama,Ayakashi - Samurai Horror Tales
Kazuhiko Inoue,Kiba: Ankoku kishi gaiden
Kazuhiko Inoue,Naruto Shippuden the Movie: Blood Prison
Kazuhiko Inoue,Children Who Chase Lost Voices
Kazuhiko Inoue,Detective Conan: Quarter of Silence
Robbie Daymond,Exist Archive: The Other Side of the Sky
Robbie Daymond,Heroes: Legend of the Battle Disks
Robbie Daymond,Digimon Adventure tri. Part 1: Reunion
Robbie Daymond,Atelier Sophie: The Alchemist of the Mysterious Book
Yuri Lowenthal,Huntik: Secrets and Seekers
Yuri Lowenthal,Ninja Blade
Yuri Lowenthal,Afro Samurai
Megumi Toyoguchi,Blade of the Immortal
Megumi Toyoguchi,Valkyria Chronicles
Megumi Toyoguchi,.hack//G.U. Returner
Megumi Toyoguchi,Star Ocean: First Departure
Megumi Toyoguchi,Myself; Yourself
Stephanie Sheh,Strike Witches
Stephanie Sheh,Hyperdimension Neptunia
Stephanie Sheh,Castlevania: Harmony of Despair
Dave Wittenberg,Ratchet & Clank Future: A Crack in Time
Dave Wittenberg,Your Kid Ate What?
Dave Wittenberg,Naruto Shippûden: Legends: Akatsuki Rising
Dave Wittenberg,Halo 3: ODST
Naoki Tamanoi,Kingdom Hearts III
Atsushi Imaruoka,Catherine: Full Body
Atsushi Imaruoka,Resident Evil 2
Atsushi Imaruoka,Ace Combat 7: Skies Unknown
Atsushi Imaruoka,Encouragement of Climb
Atsushi Imaruoka,Overlord
Atsushi Imaruoka,March Comes in Like a Lion
Atsushi Imaruoka,Encouragement of Climb: Omoide Present
Atsushi Imaruoka,Knight's & Magic
Atsushi Imaruoka,Fire Emblem Heroes
Kyle Hebert,Resident Evil: Degeneration
Kyle Hebert,Nabari no Ou
Kyle Hebert,Blassreiter
Mami Koyama,Mobile Suit Gundam Seed Destiny: Final Plus
Mami Koyama,Mobile Suit Gundam Seed Destiny
Mami Koyama,Monster
Mami Koyama,Dead or Alive 1 Ultimate
Mami Koyama,Dragon Ball Z: Budokai 3
Mami Koyama,Gunbuster 2: Diebuster
Kazuhiko Inoue,Tegami Bachi Reverse
Kazuhiko Inoue,Tales of Phantasia: Narikiri Dungeon X
Kazuhiko Inoue,Dynasty Warriors: Gundam 3
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja Storm 2
Kazuhiko Inoue,Tales of Phantasia: Cross Edition
Robbie Daymond,Stella Glow
Robbie Daymond,God Eater: Resurrection
Robbie Daymond,Get Blake!
Robbie Daymond,Star Wars: The Old Republic - Knights of the Fallen Empire
Yuri Lowenthal,Afro Samurai: Resurrection
Yuri Lowenthal,FusionFall
Yuri Lowenthal,The Lord of the Rings: Conquest
Megumi Toyoguchi,Bamboo Blade
Megumi Toyoguchi,Neuro: Supernatural Detective
Megumi Toyoguchi,El Cazador de la Bruja
Megumi Toyoguchi,Pokémon: The Rise of Darkrai
Megumi Toyoguchi,"Hayate, the Combat Butler"
Megumi Toyoguchi,Initial D Battle Stage 2
Stephanie Sheh,Sengoku Basara: Samurai Heroes
Stephanie Sheh,Naruto Shippûden: Kizuna Drive
Stephanie Sheh,Trauma Team
Dave Wittenberg,MagnaCarta 2
Dave Wittenberg,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Dave Wittenberg,Twins by Surprise
Dave Wittenberg,Prototype
Naoki Tamanoi,Ace Combat 7: Skies Unknown
Naoki Tamanoi,Mobile Suit Gundam: NT - Narrative
Naoki Tamanoi,Lupin III
Naoki Tamanoi,Dream Festival
Naoki Tamanoi,Little Witch Academia
Naoki Tamanoi,Naruto Shippûden: Ultimate Ninja Storm 4
Naoki Tamanoi,Naruto Shippûden: Ultimate Ninja Storm Revolution
Naoki Tamanoi,Naruto Shippûden: Ultimate Ninja Storm 3
Naoki Tamanoi,Naruto: Shippûden
Naoki Tamanoi,Gekijo-ban Tiger & Bunny -The Rising
Atsushi Imaruoka,Baki
Atsushi Imaruoka,Kamen Rider Ghost
Atsushi Imaruoka,Overwatch
Atsushi Imaruoka,Durarara!!x2
Atsushi Imaruoka,Assassination Classroom
Atsushi Imaruoka,JoJo's Bizarre Adventure: Eyes of Heaven
Atsushi Imaruoka,The Perfect Insider
Kyle Hebert,Disaster: Day of Crisis
Kyle Hebert,Infinite Undiscovery
Kyle Hebert,Birdy the Mighty Decode
Mami Koyama,Sergeant Keroro
Mami Koyama,Appleseed
Mami Koyama,Seinto Seiya: Tenkai-hen joso - Overture
Mami Koyama,Hare+Guu Final
Mami Koyama,Summon Night 3
Mami Koyama,Ninja Scroll: The Series
Kazuhiko Inoue,Gekijô-ban Naruto: Soyokaze-den Naruto to majin to 3-tsu no onegai dattebayo!!
Kazuhiko Inoue,Naruto Shippûden: Kizuna Drive
Kazuhiko Inoue,Detective Conan: The Lost Ship in the Sky
Kazuhiko Inoue,Halo Legends
Kazuhiko Inoue,Naruto: The Cross Roads - Za kurosu rôzu
Robbie Daymond,Tales of Zestiria: Dawn of the Shepherd
Robbie Daymond,The Asterisk War
Robbie Daymond,Lego Dimensions
Robbie Daymond,Charlotte
Yuri Lowenthal,El Chavo
Yuri Lowenthal,Dissidia: Final Fantasy
Yuri Lowenthal,"Turning Point, Graf Zeppelin"
Megumi Toyoguchi,Claymore
Megumi Toyoguchi,Shin Megami Tensei: Persona 3 FES
Megumi Toyoguchi,Kingdom Hearts II: Final Mix+
Megumi Toyoguchi,Murder Princess
Megumi Toyoguchi,Bakuretsu tenshi: Infinity
Stephanie Sheh,Fist of the North Star: Ken's Rage
Stephanie Sheh,Fullmetal Alchemist: Brotherhood
Dave Wittenberg,Dynasty Warriors 6: Empires
Dave Wittenberg,Night at the Museum: Battle of the Smithsonian
Dave Wittenberg,X-Men Origins: Wolverine
Naoki Tamanoi,From Up on Poppy Hill
Naoki Tamanoi,Samurai Girls
Naoki Tamanoi,Taisho Baseball Girls
Atsushi Imaruoka,Girls und Panzer der Film
Atsushi Imaruoka,Lupin III
Atsushi Imaruoka,Shuriken Sentai Ninninger
Atsushi Imaruoka,Kuroko's Basketball
Atsushi Imaruoka,Tenkai Knights: Brave Battle
Atsushi Imaruoka,Ultra Street Fighter IV
Atsushi Imaruoka,Ressha Sentai ToQger
Kyle Hebert,Digimon Data Squad
Kyle Hebert,Street Fighter IV
Kyle Hebert,Shin Megami Tensei: Persona 4
Mami Koyama,Seinto Seiya: Meiô Hâdesu jûnikyû-hen
Mami Koyama,Pilot Candidate
Mami Koyama,The Twelve Kingdoms
Mami Koyama,The Siamese: First Mission
Mami Koyama,Millennium Actress
Kazuhiko Inoue,Space Battleship Yamato Resurrection
Kazuhiko Inoue,The Sacred Blacksmith
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja Heroes 3
Kazuhiko Inoue,Naruto Shippûden: Dragon Blade Chronicles
Robbie Daymond,Durarara!!x2
Robbie Daymond,Anki Overdrive
Robbie Daymond,Lupin III
Robbie Daymond,Rokka no Yuusha
Yuri Lowenthal,Professor Layton and the Unwound Future
Yuri Lowenthal,Aion
Yuri Lowenthal,Galacticast
Megumi Toyoguchi,.hack//G.U. Vol.3//Redemption
Megumi Toyoguchi,Shining Force EXA
Megumi Toyoguchi,Black Lagoon
Megumi Toyoguchi,.hack//G.U. Vol.2//Reminisce
Megumi Toyoguchi,.hack//Roots
Stephanie Sheh,Space Dogs
Stephanie Sheh,Eden of the East the Movie II: Paradise Lost
Stephanie Sheh,Time of Eve
Dave Wittenberg,"Eureka Seven - good night, sleep tight, young lovers"
Dave Wittenberg,The Chronicles of Riddick: Assault on Dark Athena
Dave Wittenberg,Command & Conquer: Red Alert 3 - Uprising
Dave Wittenberg,The Replacements
Atsushi Imaruoka,Marvel Disk Wars: The Avengers
Atsushi Imaruoka,Maken-Ki! Battling Venus
Atsushi Imaruoka,Hamatora
Atsushi Imaruoka,Wonder Momo
Atsushi Imaruoka,Log Horizon
Atsushi Imaruoka,Transformers: Go!
Atsushi Imaruoka,JoJo's Bizarre Adventure
Kyle Hebert,ZEN Pinball
Kyle Hebert,Tales of Symphonia: Dawn of the New World
Kyle Hebert,Soul Eater
Mami Koyama,Pokemon 4Ever: Celebi - Voice of the Forest
Mami Koyama,Metropolis
Mami Koyama,Lupin III: Missed by a Dollar
Mami Koyama,Kessen
Mami Koyama,Pilot Candidate
Kazuhiko Inoue,Naruto Shippûden: Legends: Akatsuki Rising
Kazuhiko Inoue,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Kazuhiko Inoue,Maiden Rose
Kazuhiko Inoue,Detective Conan: The Raven Chaser
Kazuhiko Inoue,Natsume's Book of Friends
Robbie Daymond,Ever After High: Way Too Wonderland
Robbie Daymond,Etrian Odyssey 2 Untold: The Fafnir Knight
Robbie Daymond,Boruto: Naruto The Movie
Robbie Daymond,Kuroko's Basketball
Robbie Daymond,Fate/stay night: Unlimited Blade Works
Yuri Lowenthal,Prinny: Can I Really Be the Hero?
Yuri Lowenthal,Castlevania: Judgment
Yuri Lowenthal,Naruto: The Broken Bond
Megumi Toyoguchi,Simoun
Megumi Toyoguchi,Blood+
Megumi Toyoguchi,Innocent Venus
Megumi Toyoguchi,Shin Megami Tensei: Persona 3
Megumi Toyoguchi,The Third: The Girl with the Blue Eye
Megumi Toyoguchi,.hack//G.U. Vol.1//Rebirth
Stephanie Sheh,Welcome to the Space Show
Stephanie Sheh,BioShock 2
Stephanie Sheh,The Disappearance of Haruhi Suzumiya
Dave Wittenberg,Wanted: Weapons of Fate
Dave Wittenberg,Shin sangoku musou: Multi Raid
Dave Wittenberg,50 Cent: Blood on the Sand
Dave Wittenberg,Afro Samurai: Resurrection
Atsushi Imaruoka,Girls und Panzer
Atsushi Imaruoka,Resident Evil: Revelations
Atsushi Imaruoka,Mayo chiki!
Atsushi Imaruoka,Kamen Rider OOO
Atsushi Imaruoka,Way of the Samurai 4
Atsushi Imaruoka,Catherine
Atsushi Imaruoka,Yosuga No Sora
Atsushi Imaruoka,Princess Jellyfish
Kyle Hebert,Star Ocean: Second Evolution
Kyle Hebert,Bamboo Blade
Kyle Hebert,Armored Core: For Answer
Mami Koyama,Pokémon: Pikachu's Winter Vacation
Mami Koyama,Pokémon
Mami Koyama,DNA Sights 999.9
Mami Koyama,Devilman Lady
Mami Koyama,Silent Möbius
Mami Koyama,Mobile Suit Gundam: The 08th MS Team - Miller's Report
Kazuhiko Inoue,Bit Bullet
Kazuhiko Inoue,The Rose of Versailles
Kazuhiko Inoue,Naruto: The Broken Bond
Kazuhiko Inoue,Pattenrai!! - Minami no Shima no Mizu Monogatari
Kazuhiko Inoue,Naruto: Ultimate Ninja Storm
Robbie Daymond,Lord of Magna: Maiden Heaven
Robbie Daymond,Miss Hokusai
Robbie Daymond,Ever After High
Robbie Daymond,Marvel Future Fight
Yuri Lowenthal,Gurren Lagann
Yuri Lowenthal,EndWar
Yuri Lowenthal,Naruto: Ultimate Ninja Storm
Megumi Toyoguchi,Eureka Seven Vol.2: The New Vision
Megumi Toyoguchi,Nana
Megumi Toyoguchi,Fullmetal Alchemist: Premium Collection
Megumi Toyoguchi,Gunparade Orchestra
Megumi Toyoguchi,Canvas2: Niji iro no sukecchi
Stephanie Sheh,Ar Tonelico Qoga: Knell of Ar Ciel
Stephanie Sheh,Darker Than Black: Gaiden
Stephanie Sheh,Durarara!!
Dave Wittenberg,Dissidia: Final Fantasy
Dave Wittenberg,Destroy All Humans: Path of the Furon
Dave Wittenberg,Rune Factory Frontier
Dave Wittenberg,Naruto: The Broken Bond
Atsushi Imaruoka,Tensou Sentai Goseiger
Atsushi Imaruoka,Sengoku Basara: Samurai Heroes
Atsushi Imaruoka,Durarara!!
Atsushi Imaruoka,B Gata H Kei: Yamada's First Time
Atsushi Imaruoka,Angel Beats!
Atsushi Imaruoka,Super Street Fighter IV
Atsushi Imaruoka,Super Street Fighter IV
Atsushi Imaruoka,Hellsing Ultimate
Kyle Hebert,Blue Dragon
Kyle Hebert,Baroque
Kyle Hebert,Gunslinger Girl: Il Teatrino
Mami Koyama,Virgin Fleet
Mami Koyama,The File of Young Kindaichi
Mami Koyama,Dragon Ball GT
Mami Koyama,City Hunter: Goodbye My Sweetheart
Mami Koyama,Dead or Alive
Kazuhiko Inoue,Naruto Shippuden: The Movie - Bonds
Kazuhiko Inoue,Mana kemia 2: Ochita gakuen to renkinjutsushi tachi
Kazuhiko Inoue,Detective Conan: Full Score of Fear
Kazuhiko Inoue,Junjou Romantica
Kazuhiko Inoue,Yotsunoha Dai 2 wa
Robbie Daymond,Xenoblade Chronicles X
Robbie Daymond,Aldnoah.Zero
Robbie Daymond,Final Fantasy Type-0 HD
Robbie Daymond,Sick Bricks
Yuri Lowenthal,Valkyrie Profile: Covenant of the Plume
Yuri Lowenthal,Ben 10: Alien Force
Yuri Lowenthal,Happy Monster Band
Megumi Toyoguchi,Sin in the Rain
Megumi Toyoguchi,Black Cat
Megumi Toyoguchi,Rec
Megumi Toyoguchi,Mobile Suit Gundam Seed Destiny: Final Plus
Megumi Toyoguchi,Kingdom Hearts II
Megumi Toyoguchi,Paradise Kiss
Stephanie Sheh,"God, Save Our King!"
Stephanie Sheh,A Certain Scientific Railgun
Stephanie Sheh,Final Fantasy XIII
Dave Wittenberg,Call of Duty: World at War - Final Fronts
Dave Wittenberg,Naruto: Ultimate Ninja Storm
Dave Wittenberg,Spaceballs: The Animated Series
Dave Wittenberg,Mystery ER
Atsushi Imaruoka,Final Fantasy XIII
Atsushi Imaruoka,Sin & Punishment: Star Successor
Atsushi Imaruoka,Uncharted 2: Among Thieves
Atsushi Imaruoka,Seto no hanayome OVA: Gi
Atsushi Imaruoka,Naruto: The Broken Bond
Atsushi Imaruoka,Seto no hanayome OVA: Jin
Atsushi Imaruoka,S.A: Supesharu ê
Atsushi Imaruoka,Naruto: Shippûden
Atsushi Imaruoka,Baccano!
Kyle Hebert,Devil May Cry 4
Kyle Hebert,Golden Axe: Beast Rider
Kyle Hebert,Bleach the Movie 2: The Diamond Dust Rebellion
Mami Koyama,X
Mami Koyama,OverBlood
Mami Koyama,Dr. Slump & Arale-chan Ncha! Wakuwaku Hot Natsu Yasumi
Mami Koyama,Mahô no purinsesu Minkî Momo: Tabidachi no eki
Mami Koyama,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...
Kazuhiko Inoue,Yotsunoha Dai 1 wa
Kazuhiko Inoue,Porufi no nagai tabi
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja 5
Kazuhiko Inoue,Hot Shots Golf: Open Tee 2
Robbie Daymond,Sick Bricks
Robbie Daymond,God Eater 2: Rage Burst
Robbie Daymond,Ever After High: Spring Unsprung
Robbie Daymond,Strange Magic
Yuri Lowenthal,Crimson Gem Saga
Yuri Lowenthal,Naruto: Clash of Ninja Revolution 2
Yuri Lowenthal,Spider-Man: Web of Shadows
Megumi Toyoguchi,Aria: The Animation
Megumi Toyoguchi,Strawberry 100% OAV
Megumi Toyoguchi,Eureka Seven Vol.1: The New Wave
Megumi Toyoguchi,Mobile Suit Gundam Seed Destiny
Megumi Toyoguchi,Last Order: Final Fantasy VII
Megumi Toyoguchi,Final Fantasy VII: Advent Children
Stephanie Sheh,Naruto Shippûden: Ultimate Ninja Heroes 3
Stephanie Sheh,Eden of the East the Movie I: The King of Eden
Stephanie Sheh,Naruto Shippûden: Clash of Ninja Revolution 3
Dave Wittenberg,Crimson Gem Saga
Dave Wittenberg,Naruto: Clash of Ninja Revolution 2
Dave Wittenberg,Resident Evil: Degeneration
Dave Wittenberg,Saints Row 2
Atsushi Imaruoka,When They Cry: Kai
Atsushi Imaruoka,Appleseed: Ex Machina
Atsushi Imaruoka,Bamboo Blade
Atsushi Imaruoka,Sukaruman
Atsushi Imaruoka,Romeo x Juliet
Atsushi Imaruoka,Polyphonica
Atsushi Imaruoka,Naruto Shippûden: Ultimate Ninja 4
Atsushi Imaruoka,Kono Aozora Ni Yakusoku Wo
Kyle Hebert,Soldier of Fortune: Payback
Kyle Hebert,Dynasty Warriors 6
Kyle Hebert,Supreme Commander: Forged Alliance
Mami Koyama,Sailor Moon
Mami Koyama,Legend of the Galactic Heroes: Overture to a New War
Mami Koyama,Dr. Slump Arale-chan! With Love from the Penguin's Village
Mami Koyama,Battle Angel
Mami Koyama,Dr. Slump: N-cha! Penguin Villiage is Swelling Then Fair
Mami Koyama,Down Load: Namiamidabutsu wa ai no uta
Kazuhiko Inoue,Ace Combat 6: Fires of Liberation
Kazuhiko Inoue,Detective Conan
Kazuhiko Inoue,Operation Darkness
Kazuhiko Inoue,Romeo x Juliet
Kazuhiko Inoue,Crisis Core: Final Fantasy VII
Robbie Daymond,Tales of Zestiria
Robbie Daymond,Sword Art Online
Robbie Daymond,Marvel: Contest of Champions
Robbie Daymond,The Last: Naruto the Movie
Yuri Lowenthal,Resident Evil: Degeneration
Yuri Lowenthal,Saints Row 2
Yuri Lowenthal,Code Geass
Megumi Toyoguchi,Moeyo Ken TV
Megumi Toyoguchi,Fullmetal Alchemist the Movie: Conqueror of Shamballa
Megumi Toyoguchi,Fullmetal Alchemist 3: The Girl Who Succeeds God
Megumi Toyoguchi,Strawberry 100%
Megumi Toyoguchi,Haruka: Beyond the Stream of Time - A Tale of the Eight Guardians
Stephanie Sheh,Resident Evil: The Darkside Chronicles
Stephanie Sheh,Trinity Universe
Stephanie Sheh,Soulcalibur: Broken Destiny
Dave Wittenberg,Underfist: Halloween Bash
Dave Wittenberg,The Rise of the Argonauts
Dave Wittenberg,Code Geass
Dave Wittenberg,Lego Batman: The Videogame
Atsushi Imaruoka,Shonen onmyoji
Atsushi Imaruoka,Shuffle! Memories
Atsushi Imaruoka,Kanon
Atsushi Imaruoka,Blue Dragon
Atsushi Imaruoka,Strain: Strategic Armored Infantry
Atsushi Imaruoka,009-1
Atsushi Imaruoka,Ouran High School Host Club
Atsushi Imaruoka,Naruto
Kyle Hebert,Hero Tales
Kyle Hebert,Naruto: Rise of a Ninja
Kyle Hebert,Mega Man Star Force
Mami Koyama,Snatcher CD-ROMantic
Mami Koyama,Magical Princess Minky Momo: Hold on to Your Dreams
Mami Koyama,City Hunter
Mami Koyama,Dear Brother
Mami Koyama,Urusei Yatsura: Goat and Cheese
Kazuhiko Inoue,Naruto Shippûden: The Movie
Kazuhiko Inoue,Mana kemia: Gakuen no renkinjutsushi tachi
Kazuhiko Inoue,Darker Than Black
Kazuhiko Inoue,Detective Conan: Jolly Roger in the Deep Azure
Kazuhiko Inoue,Naruto Shippûden: Ultimate Ninja 4
Robbie Daymond,Your Lie in April
Robbie Daymond,Legion of Heroes
Robbie Daymond,Falling Skies the Game
Robbie Daymond,Technicolour Llama
Yuri Lowenthal,Cross Edge
Yuri Lowenthal,Disaster: Day of Crisis
Yuri Lowenthal,Jackie Chan Presents: Wushu
Megumi Toyoguchi,Samurai Champloo
Megumi Toyoguchi,Kaleido Star
Megumi Toyoguchi,Strawberry 100%: Love Starts!? Photography Training Camp-Shaking Heart Going to the East and West
Megumi Toyoguchi,Gakuen Alice
Megumi Toyoguchi,Fullmetal Alchemist
Megumi Toyoguchi,Ichigo 100%: Koi ga hajimaru!? Satsuei gasshuku - yureru kokoro ga higashi e nishi e
Stephanie Sheh,Mai Mai Miracle
Stephanie Sheh,MagnaCarta 2
Stephanie Sheh,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Dave Wittenberg,Too Human
Dave Wittenberg,ABC Wednesday Night Starter Kit
Dave Wittenberg,Naruto Shippuden: The Movie - Bonds
Dave Wittenberg,Shin Megami Tensei: Persona 4
Atsushi Imaruoka,Key Princess Story Eternal Alice Rondo
Atsushi Imaruoka,Magical Girl Lyrical Nanoha A's
Atsushi Imaruoka,Last Order: Final Fantasy VII
Atsushi Imaruoka,Eureka Seven
Atsushi Imaruoka,Shuffle!
Atsushi Imaruoka,Basilisk: The Kouga Ninja Scrolls
Atsushi Imaruoka,Lupin III: Angel Tactics
Atsushi Imaruoka,Elemental gelade
Kyle Hebert,Ace Combat 6: Fires of Liberation
Kyle Hebert,Dragon Ball Z: Budokai Tenkaichi 3
Kyle Hebert,Kaze no Stigma
Mami Koyama,Dragon Ball Z
Mami Koyama,Urusei Yatsura: The Electric Household Guard
Mami Koyama,Isewan Taifuu Monogatari
Mami Koyama,Ariel
Mami Koyama,City Hunter: .357 Magnum
Mami Koyama,Fûma no Kojirô: Yasha-hen
Kazuhiko Inoue,Kingdom Hearts II: Final Mix+
Kazuhiko Inoue,Dynasty Warriors Gundam
Kazuhiko Inoue,Naruto
Kazuhiko Inoue,Moonlight Mile
Robbie Daymond,The Legend of Heroes: Trails of Cold Steel II
Robbie Daymond,K: Missing Kings
Robbie Daymond,Marvel Disk Wars: The Avengers
Robbie Daymond,Raven's Cry
Yuri Lowenthal,S.T.A.L.K.E.R.: Clear Sky
Yuri Lowenthal,Naruto Shippuden: The Movie - Bonds
Yuri Lowenthal,Soulcalibur IV
Megumi Toyoguchi,DearS
Megumi Toyoguchi,Sergeant Keroro
Megumi Toyoguchi,Burst Angel
Megumi Toyoguchi,Le portrait de petite cossette
Megumi Toyoguchi,Burn-Up Scramble
Megumi Toyoguchi,.hack//GIFT
Stephanie Sheh,Three Delivery
Stephanie Sheh,Aussie & Ted's Great Adventure
Stephanie Sheh,Higashi no Eden
Dave Wittenberg,Digimon Data Squad
Dave Wittenberg,The Princess Bride Game
Dave Wittenberg,The Incredible Hulk
Dave Wittenberg,The Chronicles of Narnia: Prince Caspian
Atsushi Imaruoka,Gallery Fake
Atsushi Imaruoka,Desert Punk
Atsushi Imaruoka,Burn-Up Scramble
Atsushi Imaruoka,Mujin wakusei Survive
Atsushi Imaruoka,The Galaxy Railways
Susan Dalian,The Diaries of Eden
Kyle Hebert,Lucky Star
Kyle Hebert,Evangelion: 1.0 You Are (Not) Alone
Kyle Hebert,Guardian of the Sacred Spirit
Mami Koyama,Legend of the Galactic Heroes
Mami Koyama,Dragon Ball
Mami Koyama,Riding Bean
Mami Koyama,Goku Midnight Eye
Mami Koyama,Snatcher
Mami Koyama,Knights of the Zodiac
Kazuhiko Inoue,Shining Force EXA
Kazuhiko Inoue,Marginal Prince
Kazuhiko Inoue,Dawn of Mana
Kazuhiko Inoue,Naruto: Uzumaki Chronicles 2
Kazuhiko Inoue,The Galaxy Railways: Eternal Divergence
Robbie Daymond,The Elder Scrolls Online
Robbie Daymond,Hearthstone: Heroes of Warcraft
Robbie Daymond,The 13th Unit
Robbie Daymond,The Lego Movie Videogame
Yuri Lowenthal,Siren: Blood Curse
Yuri Lowenthal,The Mummy: Tomb of the Dragon Emperor
Yuri Lowenthal,Shin Megami Tensei: Persona 4
Megumi Toyoguchi,.hack//SIGN
Megumi Toyoguchi,Avenger
Megumi Toyoguchi,Growlanser: Wayfarer of Time
Megumi Toyoguchi,Mobile Suit Gundam SEED
Megumi Toyoguchi,.hack//Quarantine
Stephanie Sheh,Kurokami: The Animation
Stephanie Sheh,inFamous
Stephanie Sheh,Terminator Salvation
Dave Wittenberg,Valkyria Chronicles
Dave Wittenberg,Command & Conquer 3: Kane's Wrath
Dave Wittenberg,Dragon Hunters
Dave Wittenberg,Baroque
Susan Dalian,Naruto Shippûden: Ultimate Ninja Storm 4
Susan Dalian,Naruto Shippûden: Ultimate Ninja Storm Revolution
Susan Dalian,Naruto Shippûden: Ultimate Ninja Storm 3
Susan Dalian,Time Travelers (Through That Inconstant Continuum)
Susan Dalian,Naruto: Shippûden
Susan Dalian,H4
Susan Dalian,Naruto Shippûden: Ultimate Ninja Storm Generations
Susan Dalian,Ultimate Marvel vs. Capcom 3
Kyle Hebert,Summon Night: Twin Age
Kyle Hebert,Naruto: Ultimate Ninja Heroes
Kyle Hebert,Bludgeoning Angel Dokuro-chan
Mami Koyama,Vampire Princess Miyu
Mami Koyama,Akira
Mami Koyama,Dragon Ball: Mystical Adventure
Mami Koyama,Doragon bôru: Gokû no kôtsû anzen
Mami Koyama,Kiteretsu
Kazuhiko Inoue,Ouran High School Host Club
Kazuhiko Inoue,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
Kazuhiko Inoue,Battle Stadium D.O.N.
Kazuhiko Inoue,Ergo Proxy
Kazuhiko Inoue,The Melancholy of Haruhi Suzumiya
Robbie Daymond,BlazBlue: Alter Memory
Robbie Daymond,Fairy Fencer F
Robbie Daymond,Agent G: The ATA Defender
